gene	Chr	Length
RNU6-946P	10	107
FAM238C	10	13213
ANKRD26	10	108585
RNU6-490P	10	107
YME1L1	10	45155
MASTL	10	32101
RNU2-24P	10	143
ACBD5	10	46917
RNU7-12P	10	62
AL160291.1	10	7675
LRRC37A6P	10	13106
ARMC4P1	10	30063
AL355493.4	10	2865
RNU6-666P	10	107
AL355493.1	10	9896
RNU6-452P	10	107
AL355493.2	10	1482
FAM210CP	10	574
TRIAP1P1	10	225
PTCHD3	10	16182
RAB18	10	38064
MKX	10	73186
MKX-AS1	10	23009
RN7SKP132	10	208
ARMC4	10	186885
RPL36AP55	10	954
AL390866.1	10	49828
MRPS21P5	10	231
MPP7	10	283494
MIR8086	10	93
AC022021.1	10	4359
ZNF101P1	10	2389
AL358234.1	10	62806
RPSAP10	10	878
RN7SKP39	10	322
WAC-AS1	10	10092
WAC	10	90620
RNU4ATAC6P	10	126
TPRKBP1	10	481
RNU6-1067P	10	107
BAMBI	10	5598
AL355376.1	10	919
RNU6-270P	10	105
LINC00837	10	6926
LINC01517	10	15552
AL355376.2	10	7338
C10orf126	10	35491
RNA5SP308	10	115
RPL21P93	10	489
LYZL1	10	29268
SVIL-AS1	10	78344
PTCHD3P1	10	537
SVIL	10	279444
MIR604	10	94
SNORD115	10;15	135
MIR938	10	83
CKS1BP2	10	240
RNU6-908P	10	94
AL353093.1	10	436
KIAA1462	10	102695
RNU6-598P	10	105
EEF1A1P39	10	250
AL353796.1	10	3241
MTPAP	10	64648
DNM1P17	10	3660
GOLGA2P6	10	9977
RN7SL241P	10	236
MIR7162	10	69
NIFKP1	10	889
AL161651.1	10	223
CCND3P1	10	580
MAP3K8	10	27897
HNRNPA1P32	10	1246
AL590068.1	10	630
RN7SL63P	10	304
AL590068.2	10	3484
LYZL2	10	17984
SVILP1	10	61778
AL451107.1	10	490
ZNF438	10	211731
AL359532.1	10	1560
DDX10P1	10	2224
AL356258.1	10	74028
ZEB1-AS1	10	114170
RNA5SP309	10	106
ZEB1	10	211320
SPTLC1P1	10	261
AL161935.1	10	1619
AL161935.2	10	60
AL161935.3	10	14305
ARHGAP12	10	123473
HMGB1P7	10	612
RPL34P19	10	670
RN7SL825P	10	295
KIF5B	10	47422
RPS4XP11	10	772
AL161932.2	10	1806
AL161932.1	10	146
RNU7-22P	10	61
PPIAP31	10	495
RPS24P13	10	397
AL158834.2	10	3186
EPC1	10	111048
AL158834.1	10	1144
AL391839.2	10	681
AL391839.1	10	27092
RNU6-1244P	10	108
CCDC7	10	436735
C1DP1	10	402
AL365203.3	10	2057
ITGB1	10	105474
AK3P5	10	519
AL365203.1	10	123258
MTND4LP11	10	280
RN7SL847P	10	270
AL365203.2	10	196
RPL7AP53	10	793
AL121748.1	10	20416
NRP1	10	158771
AL121748.2	10	2528
RN7SL398P	10	298
AL353600.1	10	251
AC018980.1	10	21110
AL450313.1	10	2310
LINC00838	10	12946
RPL23P11	10	411
AL117338.1	10	8567
PARD3	10	705766
ELOBP4	10	296
RPL37P18	10	243
RPS12P16	10	407
PARD3-AS1	10	620
SS18L2P1	10	213
RNU6-847P	10	108
RNU6-193P	10	107
PRDX2P2	10	1191
AL392046.2	10	5670
CUL2	10	82092
MIR3611	10	83
AL392046.1	10	29015
CREM	10	86168
RNU7-77P	10	60
ATP6V1G1P4	10	335
AL117336.2	10	335
AL117336.1	10	10705
RNU6-794P	10	64
CCNY	10	325645
RNU6-1167P	10	94
AL117336.3	10	21850
AL121749.1	10	3669
GJD4	10	3526
FZD8	10	4030
MIR4683	10	81
RPL7P37	10	738
PCAT5	10	22619
AL365500.1	10	2090
AL355300.1	10	304
MTND5P17	10	1603
MTND4P18	10	465
AL590730.1	10	3777
NAMPTP1	10	2514
AL390061.1	10	3824
MKNK2P1	10	628
ARL6IP1P2	10	563
ANKRD30A	10	258324
RNU6-811P	10	107
AL157387.1	10	1163
ATP8A2P1	10	67684
RN7SL314P	10	292
LINC00993	10	37847
TMEM161BP1	10	1457
VN1R53P	10	957
TACC1P1	10	21691
MTND1P18	10	573
MTRNR2L7	10	1535
AL132657.1	10	8761
ZNF248	10	81581
AL132657.2	10	358
ZNF33BP1	10	1834
TLK2P2	10	2377
AL135791.1	10	1371
ZNF37CP	10	516
ZNF33CP	10	2030
ZNF25	10	27062
AL117337.1	10	15643
ZNF33A	10	54439
RNU6-795P	10	103
AL161931.1	10	246
EIF3LP3	10	822
FXYD6P2	10	288
ZNF37A	10	55960
AL117339.5	10	265731
AL117339.4	10	7063
AL117339.2	10	180
AL117339.1	10	47770
AL133217.1	10	85234
AL117339.3	10	162
HSD17B7P2	10	22126
SEPT7P9	10	19848
AL133216.2	10	48965
RNU6-1118P	10	104
CICP9	10	2379
AL133216.1	10	12996
ABCD1P2	10	4192
AL133173.2	10	90
PABPC1P12	10	2175
SLC9B1P3	10	48098
ACTR3BP5	10	1479
CHEK2P5	10	6035
AL133173.1	10	397
AL590623.1	10	105
KSR1P1	10	240
IGKV1OR10-1	10	453
AL031601.1	10	394
AL031601.2	10	34122
PABPC1P8	10	2086
BX322639.1	10	36109
CCNYL2	10	67182
AL391099.1	10	187
LINC00839	10	19794
ZNF37BP	10	39313
FXYD6P1	10	285
EIF3LP2	10	807
ZNF33B	10	64384
AL022345.3	10	228
AL022345.1	10	135
AL022345.2	10	135
RNU6-1170P	10	106
VN1R54P	10	1049
LINC01518	10	17527
CUBNP1	10	20205
AL022344.1	10	10419
RSU1P1	10	11303
DUXAP3	10	1144
AL022344.2	10	968
BMS1	10	52137
RNU6-885P	10	104
AL365199.1	10	2540
LINC01264	10	2491
MIR5100	10	119
RET	10	53325
AC010864.1	10	1511
CSGALNACT2	10	46823
RASGEF1A	10	72385
AC068707.1	10	4268
RNU6ATAC11P	10	125
FXYD4	10	4694
HNRNPF	10	23550
SNORD3J	10	190
AL450326.1	10	1363
ZNF487	10	46339
RNU7-193P	10	65
AL450326.2	10	1962
ZNF239	10	18275
CAP1P2	10	1409
ZNF485	10	11497
ZNF32-AS3	10	45887
AL645634.2	10	683
RPL21P88	10	436
ZNF32	10	4998
ZNF32-AS1	10	1176
ZNF32-AS2	10	2078
AL645634.1	10	1338
AL355989.2	10	512
UQCRHP3	10	251
ELOCP30	10	914
AL355989.1	10	1264
HNRNPA3P1	10	1139
LINC00619	10	5317
LINC00840	10	36023
AL139237.2	10	10962
AL139237.1	10	1793
LINC00841	10	5464
AL137026.2	10	2212
AL137026.1	10	10784
C10orf142	10	2081
CXCL12	10	16329
RPL9P21	10	505
AL356157.2	10	111
AL356157.1	10	10897
EIF2AP4	10	1781
TMEM72-AS1	10	148666
AL353801.2	10	20607
TMEM72	10	25803
AL353801.1	10	18218
AL353801.3	10	542
RASSF4	10	36485
C10orf10	10	7830
C10orf25	10	3191
ZNF22	10	4852
CEP164P1	10	73845
AL358394.3	10	131142
DUXAP4	10	613
RPS19P7	10	396
RSU1P2	10	55110
CUBNP3	10	21597
AL358394.2	10	23996
ANKRD54P1	10	471
ANKRD30BP3	10	20151
MIR3156-1	10	75
AL358394.1	10	17200
AL512324.1	10	217
AL512324.3	10	11032
RNU6-1207P	10	107
CUBNP2	10	15336
OR6D1P	10	939
OR13A1	10	12955
ALOX5	10	71944
AL731567.1	10	8552
MARCH8	10	140322
ZFAND4	10	57280
AGAP10P	10	21841
FAM21FP	10	20801
AL645998.1	10	345
WASHC2C	10	65762
AC012044.1	10	297
FAM25E	10	1897
AGAP4	10	28282
PARGP1	10	118062
RNA5SP310	10	116
RPL35AP25	10	330
TIMM23	10	31286
SNORA74C-1	10	201
NCOA4	10	25627
MSMB	10	12963
RPL23AP61	10	466
AGAP7P	10	21738
ANTXRLP1	10	39673
ANTXRL	10	43863
AGAP14	10	21491
FAM25BP	10	4451
AC244230.1	10	11868
ANXA8L1	10	162238
HNRNPA1P33	10	561
NPY4R	10	4783
GPRIN2	10	6487
SYT15	10	15957
AL356056.2	10	15364
AL356056.1	10	14237
FAM35BP	10	41552
AL356056.3	10	3086
RHEBP1	10	556
RN7SL248P	10	329
CTSLP2	10;10	7247
GLUD1P2	10	27752
DUSP8P3	10	1760
BMS1P1	10	25316
RNA5SP311	10	116
AGAP13P	10	15961
FRMPD2B	10	23705
PTPN20	10	91093
GDF10	10	13162
GDF2	10	3781
RBP3	10	9505
ZNF488	10	18778
ANXA8	10	23997
AL591684.3	10	298
FAM25G	10	4475
AL591684.1	10	5984
AGAP9	10	21785
AL591684.2	10	35699
RNA5SP312	10	116
BMS1P2	10	13578
GLUD1P8	10	6094
DUSP8P4	10	1761
BX547991.1	10	11150
FAM35DP	10	40730
RN7SL453P	10	329
RHEBP2	10	600
FO681492.1	10	12729
AC245041.3	10	83787
AC245041.1	10	4786
AC245041.2	10	3454
FAM25C	10	4437
AGAP12P	10	21768
RNA5SP315	10	116
BMS1P7	10	9735
PTPN20CP	10	55148
FRMPD2	10	121783
RPS6P14	10	719
MAPK8	10	132722
AC016397.2	10	1985
ARHGAP22	10	210232
ARHGAP22-IT1	10	1065
AC016397.1	10	242
AC068898.2	10	1090
AC068898.1	10	8226
WDFY4	10	298081
RPL13AP19	10	584
AC035139.1	10	628
AC060234.3	10	51259
LRRC18	10	4750
AC060234.2	10	16493
AC060234.1	10	34334
MIR4294	10	76
VSTM4	10	101265
FAM170B-AS1	10	29709
FAM170B	10	2855
C10orf128	10	33861
C10orf71-AS1	10	2907
C10orf71	10	28295
DRGX	10	31836
AL138760.1	10	53627
ERCC6	10	84171
HMGB1P50	10	1345
CHAT	10	56010
SLC18A3	10	2420
C10orf53	10	30611
OGDHL	10	27737
MAPK6PS6	10	1459
RPL21P89	10	467
PARG	10	151925
RPL35AP24	10	330
TIMM23B	10	32818
LINC00843	10	9291
RNA5SP317	10	116
AGAP6	10	28310
FAM21EP	10	46622
SLC9A3P3	10	2229
WASHC2A	10	65619
SLC9A3P1	10	1685
ASAH2	10	65833
DYNC1I2P1	10	1838
SGMS1	10	319578
AC069547.1	10	1586
AL117341.1	10	1433
RNU7-107P	10	61
SGMS1-AS1	10	16501
SHQ1P1	10	1544
BEND3P1	10	4506
NUTM2HP	10	9584
AL589794.1	10	390
CTSLP4	10	3527
PGGT1BP1	10	1023
ASAH2B	10	77178
A1CF	10	86267
AL512366.1	10	1834
CCDC58P2	10	366
AL731537.2	10	951
PRKG1	10	1306993
AL731537.1	10	5975
AC022537.1	10	913
MIR605	10	83
AC069079.1	10	4144
RSU1P3	10	835
CSTF2T	10	4105
PRKG1-AS1	10	83387
DKK1	10	3747
RPL31P44	10	377
THAP12P3	10	2358
LINC01468	10	19660
AC074327.1	10	198708
MBL2	10	6321
AC073174.1	10	2328
SNRPEP8	10	260
AC036101.1	10	19994
RNA5SP318	10	92
AL365496.1	10	215
PCDH15	10	1825172
RNU6-687P	10	89
AL353784.1	10	169822
NEFMP1	10	1006
MIR548F1	10	84
AC051618.1	10	4449
AC016822.1	10	349479
AL355314.1	10	896
AL355314.2	10	6999
MTRNR2L5	10	739
GAPDHP21	10	1010
AC069545.1	10	358
ZWINT	10	4048
MIR3924	10	81
AL731534.1	10	269
AC006484.1	10	1884
MRPS35P3	10	709
AC026884.1	10	457
IPMK	10	76418
TPT1P10	10	496
CISD1	10	20529
AC016396.1	10	1069
AC016396.2	10	1417
UBE2D1	10	35779
TFAM	10	14200
BICC1	10	318298
FAM133CP	10	704
RN7SKP196	10	345
LINC00844	10	1918
RPLP1P10	10	339
TRAF6P1	10	1558
PHYHIPL	10	71185
FAM13C	10	117053
AC025038.1	10	689
MRPL50P4	10	475
AC026391.1	10	22099
SLC16A9	10	85242
MRLN	10	19350
CCDC6	10	117894
LINC01553	10	5484
ANK3	10	707193
AL592430.1	10	10076
AL592430.2	10	966
ARL4AP1	10	705
AC022390.1	10	7487
CDK1	10	16522
RHOBTB1	10	132003
RNU2-72P	10	163
LINC00845	10	10146
TMEM26	10	46808
TMEM26-AS1	10	29318
C10orf107	10	103806
AL451049.1	10	497
AC022398.1	10	39502
ARID5B	10	195645
RTKN2	10	85673
AC024597.1	10	14513
RN7SL591P	10	292
ZNF365	10	297820
ALDH7A1P4	10	178
AL133417.1	10	12326
ADO	10	3627
EGR2	10	107905
RNU6-543P	10	108
AL590502.1	10	1600
NRBF2	10	21785
JMJD1C	10	354630
TATDN1P1	10	891
AC022022.2	10	360
MIR1296	10	92
PRELID1P3	10	643
JMJD1C-AS1	10	1335
AC022022.1	10	178
REEP3	10	103761
MRPL35P2	10	511
AC022387.2	10	448
AC022387.1	10	325905
RPL7AP50	10	795
AC012558.1	10	936
DBF4P1	10	1892
RPL17P35	10	549
CYP2C61P	10	290
ANXA2P3	10	1008
AC024600.1	10	23383
NEK4P3	10	544
AL513321.2	10	17519
MYL6P3	10	432
AL513321.1	10	761
AL592466.1	10	1186
LINC01515	10	198498
CTNNA3	10	1783652
AC022017.1	10	39084
AL607023.1	10	248
LRRTM3	10	173825
AL139240.1	10	2420
RPL7AP51	10	760
MIR7151	10	60
AKR1B10P1	10	942
RPL21P92	10	476
DNAJC12	10	41502
RNU6-1250P	10	107
RN7SL394P	10	291
DNAJC19P1	10	319
AL133551.1	10	1222
RNU6-523P	10	54
RPL12P8	10	580
SIRT1	10	33722
HERC4	10	153450
RPS3AP38	10	763
RN7SL220P	10	300
POU5F1P5	10	658
MYPN	10	105901
RN7SKP202	10	330
ATOH7	10	1480
AC016395.1	10	9129
KRT19P4	10	943
PBLD	10	50390
HNRNPH3	10	12018
RUFY2	10	66188
DNA2	10	58058
RPL26P29	10	438
RNA5SP319	10	119
SLC25A16	10	49476
RPL26P27	10	437
TMEM14DP	10	345
TET1	10	133827
COX20P1	10	357
RPS3AP37	10	745
AL513534.1	10	2295
AL513534.2	10	485
CCAR1	10	71366
SNORD98	10	67
MIR1254-1	10	97
STOX1	10	67892
RNU6-697P	10	107
DDX50	10	45570
RNU6-571P	10	107
DDX21	10	28946
KIF1BP	10	54824
MED28P1	10	571
ACTBP14	10	1089
SRGN	10	16706
VPS26A	10	49350
RPS12P17	10	377
SUPV3L1	10	28868
AL596223.1	10	17158
HKDC1	10	47257
AL596223.2	10	2807
HK1	10	131899
RPS15AP28	10	386
TACR2	10	12965
ATP5G1P7	10	400
TSPAN15	10	56197
TMEM256P1	10	340
NEUROG3	10	1541
AL450311.2	10	1348
MTATP6P23	10	476
MTCO2P23	10	680
MTCO1P23	10	1526
MTND2P15	10	892
MTND1P20	10	950
C10orf35	10	3349
AL450311.1	10	7554
RPL5P26	10	877
COL13A1	10	162345
AC024601.1	10	13211
H2AFY2	10	59485
AIFM2	10	34712
TYSND1	10	8696
SAR1A	10	23235
CALM2P2	10	440
RPS25P9	10	252
PPA1	10	31082
NPFFR1	10	36348
LRRC20	10	83681
CEP57L1P1	10	1201
EIF4EBP2	10	24240
NODAL	10	15637
AC022532.1	10	1728
PALD1	10	89629
YY1P1	10	990
PRF1	10	5428
ADAMTS14	10	89639
TBATA	10	14163
RPS26P40	10	294
SGPL1	10	65213
PCBD1	10	6505
AC073176.2	10	2133
AC073176.1	10	16589
UNC5B	10	90295
UNC5B-AS1	10	1005
SLC29A3	10	44128
AL359183.1	10	2132
CDH23	10	419014
CDH23-AS1	10	3721
C10orf105	10	26123
VSIR	10	25940
MIR7152	10	54
PSAP	10	35078
RNU7-38P	10	60
AC073370.1	10	752
CHST3	10	49200
AC022392.1	10	744
SPOCK2	10	29998
ASCC1	10	121103
RPL15P14	10	636
ANAPC16	10	19861
DDIT4	10	2117
AL683820.1	10	1066
DNAJB12	10	22401
MICU1	10	258865
RNU6-805P	10	106
AC091769.2	10	5556
AC091769.1	10	568
AL513185.1	10	1211
AL513185.2	10	193
RN7SL840P	10	284
HMGN2P34	10	269
AL513185.3	10	1640
MCU	10	195564
MIR4676	10	72
AC016542.3	10	619
AC016542.2	10	619
AC016542.1	10	493
OIT3	10	39453
NPM1P24	10	894
PLA2G12B	10	19609
RPL17P50	10	763
P4HA1	10	89758
AL731563.1	10	342
AL731563.2	10	2714
AL731563.3	10	3254
NUDT13	10	21454
AC016394.1	10	960
SNORA11F	10	128
ECD	10	38901
FAM149B1	10	76339
DNAJC9	10	65501
EIF4A2P2	10	1400
DNAJC9-AS1	10;10	29625
MRPS16	10	3851
CFAP70	10	105101
RNU6-833P	10	107
ANXA7	10	38976
AL512656.1	10	2064
RPL26P6	10	438
MSS51	10	9983
PPP3CB	10	59597
PPP3CB-AS1	10	24546
USP54	10	128416
RNU6-883P	10	107
RPS26P41	10	589
AC073389.1	10	795
AC073389.3	10	935
MYOZ1	10	10104
SYNPO2L	10	18923
AC073389.2	10	20681
AGAP5	10	23875
AC022400.3	10	56172
BMS1P4	10;10	31337
AC022400.5	10	9847
RNA5SP320	10	124
GLUD1P3	10	6750
DUSP8P5	10	1815
AC022400.4	10	286
AC022400.7	10	1236
SEC24C	10	27778
AC022400.8	10	3599
FUT11	10	7961
CHCHD1	10	1606
ZSWIM8	10	16216
AC022400.9	10	273
ZSWIM8-AS1	10	4886
AC022400.6	10	15138
NDST2	10	9888
CAMK2G	10	62091
AC022400.1	10	1220
AC022400.2	10	5283
PLAU	10	8321
C10orf55	10	12809
VCL	10	126171
AL596247.1	10	22779
AP3M1	10	30809
ADK	10	558119
TIMM9P1	10	256
RPSAP6	10	882
RAB5CP1	10	580
AC022540.1	10	24473
MRPL35P3	10	364
NDUFA8P1	10	367
POLR3DP1	10	1176
AL357037.1	10	322
AC063962.1	10	521
KAT6B	10	207041
AC018511.2	10	22120
AC018511.1	10	777
DUPD1	10	20679
PPIAP13	10	478
DUSP13	10	14790
SAMD8	10	82538
RPS26P42	10	646
VDAC2	10	21295
COMTD1	10	2062
RPL39P25	10	154
ZNF503-AS1	10	103682
HMGA1P5	10	271
AC010997.3	10	121521
AC010997.1	10	350
SPA17P1	10	452
ZNF503	10	4077
ZNF503-AS2	10	7464
AC010997.5	10	354
AC010997.4	10	2686
AC010997.2	10	1018
LRMDA	10	1128715
AC010997.6	10	1645
MIR606	10	96
AL589863.1	10	631
AL731568.1	10	1016
RN7SL518P	10	280
RNU6-673P	10	104
AC012048.1	10	595
AC013286.1	10	1368
AC024603.1	10	2645
ATP5G1P8	10	294
KCNMA1	10	768769
KCNMA1-AS1	10	92581
KCNMA1-AS2	10	2449
AL731575.1	10	1754
KCNMA1-AS3	10	22210
COX6CP15	10	211
RNA5SP321	10	111
AL731556.1	10	4004
AL731556.2	10	770
RNU6-1266P	10	105
IMPDH1P5	10	1540
AL450306.1	10	10311
DLG5	10	135736
AL391421.1	10	2736
RN7SL284P	10	275
DLG5-AS1	10	2453
H2AFZP5	10	382
POLR3A	10	60295
RPS24	10	23053
GNAI2P2	10	916
AL731555.1	10	1259
AC012560.1	10	495936
LINC00856	10	372171
AC010163.1	10	7162
AC010163.2	10	3504
SNORA71	10;20;20	379
AL583852.1	10	13329
AC016820.1	10	961
ZMIZ1-AS1	10	124568
AL356753.1	10	3320
ZMIZ1	10	247494
PPIF	10	7869
ZCCHC24	10	63303
AL133481.1	10	26947
TPRX1P1	10	319
AL133481.3	10	2209
AL133481.2	10	3326
EIF5AL1	10	3840
BX248123.2	10	124
RPS12P18	10	270
SFTPA2	10	4551
MBL3P	10	2580
SFTPA3P	10	367
SFTPA1	10	4517
BX248123.1	10	3432
AL132656.2	10	17106
NUTM2B-AS1	10	163507
AL132656.3	10	1595
AL132656.4	10	2122
BEND3P3	10	2440
AL132656.1	10	490
NUTM2B	10	11455
AL135925.1	10	1701
NUTM2E	10	9521
NPAP1P2	10	1234
CTSLP6	10	3529
PGGT1BP2	10	1028
AL512662.2	10	46132
BMS1P21	10	1252
MBL1P	10	2942
SFTPD	10	44875
SFTPD-AS1	10	5001
AL512662.1	10	2251
ZNRF2P3	10	374
DPY19L2P5	10	331
AL356095.1	10	199
C1DP3	10	423
C1DP2	10	426
C1DP4	10	424
TMEM254-AS1	10	32053
AL356095.3	10	121
TMEM254	10	13912
AL356095.2	10	457
RPL22P18	10	377
PLAC9	10	13678
ANXA11	10	54684
LINC00857	10	11948
RPS12P2	10	269
AL513174.1	10	11704
EIF5AP4	10	465
AL359195.2	10	4412
MAT1A	10	17865
ZNF519P1	10	1936
AL359195.1	10	656
DYDC1	10	20651
DYDC2	10	23329
FAM213A	10	29287
TSPAN14	10	78958
AC021028.1	10	6346
SH2D4B	10	108659
AL731544.1	10	3936
RPS7P9	10	586
AC027673.1	10	1600
FARSBP1	10	1924
WARS2P1	10	537
RPA2P2	10	796
NRG3	10	1111866
AC010157.1	10	4967
NRG3-AS1	10	3936
RNU6-441P	10	106
RNU6-478P	10	110
MARK2P15	10	2848
AC069540.2	10	3034
AC069540.1	10	988
RNU6-129P	10	107
AL390786.1	10	1269
RNU1-65P	10	148
HMGN2P8	10	567
AL603756.1	10	2163
GHITM	10	13806
C10orf99	10	11557
CDHR1	10	24987
LRIT2	10	5095
LRIT1	10	9869
RGR	10	14908
LINC00858	10	14680
CCSER2	10	189936
RPL12P29	10	457
TNPO1P1	10	1138
CACYBPP1	10	1378
RPS3AP5	10	821
LINC01519	10	4538
AC025428.1	10	573
AC025428.2	10	16099
LINC01520	10	42405
AL731532.1	10	4236
RNU6-325P	10	105
AL731532.2	10	1953
GRID1-AS1	10	29483
GRID1	10	766939
AC022028.2	10	3994
RN7SKP238	10	249
AC022028.1	10	408
RNA5SP322	10	119
MIR346	10	95
WAPL	10	86560
RNU6-780P	10	104
AL731569.1	10	3157
RPL7AP8	10	804
OPN4	10	12292
LDB3	10	67620
AC067750.1	10	6545
BMPR1A	10	176238
RPAP2P1	10	1541
RNU1-19P	10	165
MMRN2	10	33942
AC025268.1	10	1199
SNCG	10	4643
ADIRF-AS1	10	5967
ADIRF	10	15743
AL136982.7	10	590
AGAP11	10	39386
BMS1P3	10	8183
AL136982.1	10	17798
AL136982.6	10	31301
AL136982.4	10	8270
AL136982.2	10	5998
FAM25A	10	4425
AL136982.5	10	294
RNU6-529P	10	104
GLUD1	10	44381
FAM35A	10	97308
AL136982.3	10	1570
RN7SL733P	10	329
NUTM2A-AS1	10	138738
NUTM2A	10	11461
LINC00863	10	15147
NUTM2D	10	13028
NPAP1P3	10	1586
CTSLP1	10	3519
LINC00864	10	27770
AL355334.1	10	215
MIR4678	10	74
MINPP1	10	48586
AL138767.2	10	14418
AL138767.3	10	51295
AL138767.1	10	49841
RPS26P38	10	348
PAPSS2	10	88093
ATAD1	10	89832
CFL1P1	10	27685
RN7SL78P	10	281
KLLN	10	4277
PTEN	10	108818
AC063965.1	10	1736
RPL11P3	10	523
MED6P1	10	1689
AL353149.1	10	244
RNLS	10	310667
LIPJ	10	20224
RPL7P34	10	712
LIPF	10	14374
NAPGP1	10	719
LIPK	10	28243
KRT8P38	10	1430
LIPN	10	16837
RCBTB2P1	10	1462
LIPM	10	17817
ANKRD22	10	29687
PTCD2P2	10	1095
STAMBPL1	10	95420
ACTA2-AS1	10	8431
ACTA2	10	56266
FAS	10	25204
FAS-AS1	10;13	296
AL157394.1	10	1224
MIR4679-2	10	77
MIR4679-1	10	75
AL513533.1	10	415
CH25H	10	1686
LIPA	10	200989
IFIT2	10	25583
AL353751.1	10	8361
IFIT3	10	13078
IFIT6P	10	1194
IFIT1B	10	7150
IFIT1	10	13941
IFIT5	10	6416
SLC16A12	10	126343
SLC16A12-AS1	10	12077
PANK1	10	66076
MIR107	10	81
AL157400.5	10	621
AL157400.2	10	5386
AL157400.1	10	4534
AL157400.3	10	32491
AL157400.4	10	3634
KIF20B	10	73330
MTND5P42	10	498
LINC00865	10	11352
MARK2P16	10	1723
AL138924.1	10	61043
LINC01375	10	41885
SNRPD2P1	10	354
RN7SKP143	10	310
AL391704.2	10	138285
AL391704.1	10	48799
AL391704.3	10	5236
AL390862.1	10	1469
HTR7	10	116876
RPP30	10	36838
ANKRD1	10	9181
RNU6-740P	10	105
AL365434.1	10	11771
AL365434.2	10	234
LINC00502	10	14994
DDX18P6	10	1997
NUDT9P1	10	745
PCGF5	10	121320
HECTD2	10	105550
AL161798.1	10	131
RPS27P1	10	247
PPP1R3C	10	4613
GAPDHP28	10	1003
FAF2P1	10	1298
TNKS2-AS1	10	15453
TNKS2	10	66965
SRP9P1	10	261
AL359198.2	10	194
FGFBP3	10	2895
AL359198.1	10	1218
BTAF1	10	106557
CPEB3	10	244396
SDHCP2	10	501
EIF4A1P8	10	1496
CPEB3_ribozyme	10	78
NHP2P1	10	462
MARCH5	10	62802
RNY3P12	10	102
MARK2P9	10	2209
IDE	10	122393
KIF11	10	62110
RPL11P4	10	436
RN7SL644P	10	259
EIF2S2P3	10	999
HHEX	10	5696
EXOC6	10	224781
AL392103.1	10	198
AL358613.1	10	764
CYP26C1	10	8729
AL358613.2	10	1495
CYP26A1	10	4416
NIP7P1	10	512
XRCC6P1	10	2771
RPL17P34	10	555
MYOF	10	175889
CEP55	10	32461
RNA5SP323	10	133
FFAR4	10	37816
RBP4	10	10058
PDE6C	10	53423
FRA10AC1	10	34690
LGI1	10	48464
AL157396.1	10	9539
AL358154.1	10	15925
RAB11AP1	10	646
SLC35G1	10	62090
PIPSL	10	3350
PLCE1	10	302012
PLCE1-AS2	10	26865
AL139118.1	10	11992
HDAC1P1	10	1753
RNU6-657P	10	107
AL389885.1	10	2129
PLCE1-AS1	10	8202
AL139124.1	10	421
NOC3L	10	29734
TBC1D12	10	133427
HELLS	10	112472
AL138759.1	10	33800
CTBP2P2	10	1633
CYP2C18	10	52570
AL583836.1	10	164920
CYP2C19	10	90637
MTND4P19	10	478
CYP2C58P	10	7278
RPL7AP52	10	790
CYP2C9	10	50733
MTND4P20	10	869
CYP2C59P	10	431
CYP2C60P	10	139
AL359672.1	10	409
CYP2C8	10	32726
AL157834.1	10	26501
AL157834.3	10	103
PAWRP1	10	565
ACSM6	10	34729
AL157834.2	10	2902
PDLIM1	10	53453
SORBS1	10	249644
RPS3AP36	10	775
ALDH18A1	10	50778
TCTN3	10	30748
ENTPD1	10	157917
ENTPD1-AS1	10	337033
AL365273.1	10	40251
AL365273.2	10	64297
CC2D2B	10	125082
RPL21P90	10	466
CCNJ	10	17477
MIR3157	10	85
RNU6-271P	10	105
ZNF518A	10	75574
NPM1P25	10	854
BLNK	10	79886
AL136181.1	10	14011
DNTT	10	34169
OPALIN	10	16150
TLL2	10	149313
TM9SF3	10	69344
NPM1P26	10	738
PIK3AP1	10	127203
RNA5SP324	10	108
RPS2P36	10	831
RNU6-1274P	10	107
RPL13AP5	10	612
MIR607	10	96
LCOR	10	163700
HMGN2P35	10	270
SLIT1	10	187883
SLIT1-AS1	10	992
ARHGAP19-SLIT1	10	139593
ARHGAP19	10	70501
AL359385.1	10	3086
RPL12P27	10	821
FRAT1	10	2649
FRAT2	10	2213
AL355490.1	10	8640
RRP12	10	69719
RPL34P20	10	351
AL355490.2	10	18410
PGAM1	10	7282
EXOSC1	10	9876
ZDHHC16	10	11240
MMS19	10	40471
UBTD1	10	72342
ANKRD2	10	11386
HOGA1	10	28480
AL355315.1	10	89537
C10orf62	10	1208
MORN4	10	18948
PI4K2A	10	35749
AVPI1	10	9900
MARVELD1	10	4980
ZFYVE27	10	23787
SFRP5	10	5202
LINC00866	10	21321
GOLGA7B	10	21342
CRTAC1	10	165829
AL355301.1	10	61
R3HCC1L	10	110274
LOXL4	10	20561
AL139241.1	10	4553
PYROXD2	10	31620
MIR1287	10	90
HPS1	10	30750
MIR4685	10	69
HPSE2	10	778786
MIR6507	10	70
ARL5AP2	10	850
RPL7P36	10	681
CNNM1	10	65232
GOT1	10	33755
AL391684.1	10	6927
LINC01475	10	4828
AL513542.1	10	1520
NKX2-3	10	3592
SLC25A28	10	10088
AL353719.1	10	864
AL133353.1	10	1917
ENTPD7	10	46735
EBAG9P1	10	543
CUTC	10	53577
COX15	10	20257
